Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall
,Academic Accelerator - Bachelor of Arts - Mathematics,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Arts - Mathematics,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Science - Music,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Science - Music,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Science - Music,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Science - Music Education,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Science - Music Education,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Science - Music Education,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Science - Neuroscience - Cognitive Neuroscience,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Science - Neuroscience - Cognitive Neuroscience,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Science - Neuroscience - Cognitive Neuroscience,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Science - Neuroscience - Molecular Neuroscience,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Science - Neuroscience - Molecular Neuroscience,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Science - Neuroscience - Molecular Neuroscience,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Arts - Philosophy,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Arts - Philosophy,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Arts - Philosophy,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Science - Physical and Health Education,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Science - Physical and Health Education,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Science - Physical and Health Education,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Science - Physical Education,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Science - Physical Education,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Science - Physical Education,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Science - Physics,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Science - Physics,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Science - Physics,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Arts - Physics,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Arts - Physics,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Arts - Physics,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Arts - Political Science,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Arts - Political Science,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Arts - Political Science,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Arts - Psychology,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Arts - Psychology,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Arts - Psychology,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Social Work,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Social Work,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Social Work,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Arts - Sociology,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Arts - Sociology,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Arts - Sociology,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Arts - Spanish,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Arts - Spanish,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Arts - Spanish,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Science - Sport Management,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Science - Sport Management,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Science - Sport Management,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Arts - Studio Art,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Arts - Studio Art,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Arts - Studio Art,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Fine Arts - Studio Art,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Fine Arts - Studio Art,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Fine Arts - Studio Art,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Fine Arts - Theatre Arts - Acting,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Fine Arts - Theatre Arts - Acting,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Fine Arts - Theatre Arts - Acting,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,International Direct - Bachelor of Fine Arts - Theatre Arts - Design/Technology,"38,656.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,80.00%,16,16,16,16,6,6,6,6,709,,80,6.5
,Academic Accelerator - Bachelor of Fine Arts - Theatre Arts - Design/Technology,"39,405.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Extended Accelerator - Bachelor of Fine Arts - Theatre Arts - Design/Technology,"44,709.00",0,"Start: May 2020, Aug 2020, Jan 2021, May 2021, Aug 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,12,12,12,12,4.5,4.5,4.5,4.5,709,,60,5
,Direct Master's Accelerator - Master of Science - Applied Mathematics and Statistics,"25,970.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,18,18,18,18,6,6,6,6,709,,80,6.5
,Advanced Master's Accelerator - Master of Science - Applied Mathematics and Statistics,"27,499.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,16,16,16,16,5.5,5.5,5.5,5.5,709,,74,6
,Master's Accelerator + Master of Science - Applied Mathematics and Statistics,"24,638.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,75.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Direct Master's Accelerator - Master of Science - Biology,"25,970.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,18,18,18,18,6,6,6,6,709,,80,6.5
,Advanced Master's Accelerator - Master of Science - Biology,"27,499.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,16,16,16,16,5.5,5.5,5.5,5.5,709,,74,6
,Master's Accelerator + Master of Science - Biology,"24,638.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,75.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Direct Master's Accelerator - Master of Science - Childhood Special Education Studies,"27,190.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,18,18,18,18,6,6,6,6,709,,80,6.5
,Advanced Master's Accelerator - Master of Science - Childhood Special Education Studies,"28,039.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,16,16,16,16,5.5,5.5,5.5,5.5,709,,74,6
,Master's Accelerator + Master of Science - Childhood Special Education Studies,"24,638.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,75.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Direct Master's Accelerator - Master of Arts - Community Health Promotion,"27,190.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,18,18,18,18,6,6,6,6,709,,80,6.5
,Advanced Master's Accelerator - Master of Arts - Community Health Promotion,"28,039.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,16,16,16,16,5.5,5.5,5.5,5.5,709,,74,6
,Master's Accelerator + Master of Arts - Community Health Promotion,"24,638.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,75.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Direct Master's Accelerator - Master of Science - Computer Science,"25,970.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,18,18,18,18,6,6,6,6,709,,80,6.5
,Advanced Master's Accelerator - Master of Science - Computer Science,"27,499.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,16,16,16,16,5.5,5.5,5.5,5.5,709,,74,6
,Master's Accelerator + Master of Science - Computer Science,"24,638.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,75.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Direct Master's Accelerator - Master of Fine Arts - Creative Writing,"25,970.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,18,18,18,18,6,6,6,6,709,,80,6.5
,Advanced Master's Accelerator - Master of Fine Arts - Creative Writing,"27,499.00",0,Start: Jan 2021,Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,16,16,16,16,5.5,5.5,5.5,5.5,709,,74,6
,Master's Accelerator + Master of Fine Arts - Creative Writing,"24,638.00",0,"Start: Aug 2020, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,75.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Direct Master's Accelerator - Master of Arts - Educational Technology,"27,190.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,18,18,18,18,6,6,6,6,709,,80,6.5
,Advanced Master's Accelerator - Master of Arts - Educational Technology,"28,039.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,16,16,16,16,5.5,5.5,5.5,5.5,709,,74,6
,Master's Accelerator + Master of Arts - Educational Technology,"24,638.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,75.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Direct Master's Accelerator - Master of Arts - Educational Theatre,"27,190.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,18,18,18,18,6,6,6,6,709,,80,6.5
,Advanced Master's Accelerator - Master of Arts - Educational Theatre,"28,039.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,16,16,16,16,5.5,5.5,5.5,5.5,709,,74,6
,Master's Accelerator + Master of Arts - Educational Theatre,"24,638.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,75.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Direct Master's Accelerator - Master of Science - Environmental Studies - The Global Human Environment - Business/Environmental Economics,"25,970.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,18,18,18,18,6,6,6,6,709,,80,6.5
,Advanced Master's Accelerator - Master of Science - Environmental Studies - The Global Human Environment - Business/Environmental Economics,"27,499.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,16,16,16,16,5.5,5.5,5.5,5.5,709,,74,6
,Master's Accelerator + Master of Science - Environmental Studies - The Global Human Environment - Business/Environmental Economics,"24,638.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,75.00%,14,14,14,14,5,5,5,5,709,,68,5.5
,Direct Master's Accelerator - Master of Science - Environmental Studies - The Global Human Environment - Environment and Health,"25,970.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,18,18,18,18,6,6,6,6,709,,80,6.5
,Advanced Master's Accelerator - Master of Science - Environmental Studies - The Global Human Environment - Environment and Health,"27,499.00",0,"Start: Aug 2020, Jan 2021, Aug 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,80.00%,16,16,16,16,5.5,5.5,5.5,5.5,709,,74,6
