Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language,Consentration,Course URL,Campus,Application Deadline,Scholarship Available,Scholarship Detail,Backlog Range,Remarks,ESL/ELP Detail,ApplicationMode,DetScore,GRE,GMAT,Campus2,Campus3,Campus4,SAT
BSBI4775,BA (Hons) Animation  Foundation - 4 years International Route ( University for the Creative Arts ) - Hamburg Campus,11000,,"Feb, Oct",Undergraduate,12 Grade With minimum 50% from a recognised institution . Student should be minimum 18 years old  and have completed at least 12 years of schooling. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI if student is recent passout (2 years).,,,,,,4.5,4.5,4.5,4.5,,,,5,41,41,41,41,46,Undergraduate,Arts,Animation,48 Months,,English,,https://www.berlinsbi.com/courses/undergraduate/ba-hons-animation,Hamburg,ASAP,Yes,,,This program includes a foundation program (1 year) + bachelors program(3 years). Exceptional portfolio creation will be available in this integrated international route foundation in art design and media course to guarantee you a direct progression into your BA degree course.,,,95,,,,,,
BSBI4775,BA (Hons) Illustration Foundation - 4 years International Route ( University for the Creative Arts ) - Hamburg Campus,11000,,"Oct, Feb",Undergraduate,12 Grade With minimum 50% from a recognised institution . Student should be minimum 18 years old  and have completed at least 12 years of schooling. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI if student is recent passout (2 years).,,,,,,4.5,4.5,4.5,4.5,,,,5,41,41,41,41,46,Undergraduate,Arts,Arts,48 Months,,English,,https://www.berlinsbi.com/courses/undergraduate/ba-hons-illustration,Hamburg,ASAP,No,,,Degree awarded by University for the Creative Arts.This program includes a foundation program (1 year) + bachelors program(3 years). Exceptional portfolio creation will be available in this integrated international route foundation in art design and media course to guarantee you a direct progression into your BA degree course.,,,95,,,,,,
BSBI4775,BA (Hons) Illustration ( University for the Creative Arts ) - Hamburg Campus,11000,,"Feb, Oct",Undergraduate,12 Grade With minimum 55% from a recognised institution . Student should be minimum 18 years old  and have completed at least 12 years of schooling. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI if student is recent passout (2 years).,,,,,,5.5,5.5,5.5,5.5,,,80,6,51,51,51,51,56,Undergraduate,Arts,Arts,36 Months,,English,,https://www.berlinsbi.com/courses/undergraduate/ba-hons-illustration,Hamburg,ASAP,No,,,"Degree awarded by University for the Creative Arts. TOEFL IBT Overall score will be 80 with no section less than -Listening 17, Reading 18, Speaking 20, Writing 17 is required.",,,105,,,,,,
BSBI4775,BA (Hons) Animation ( University for the Creative Arts ) - Hamburg Campus,11000,,"Feb, Oct",Undergraduate,12 Grade With minimum 55% from a recognised institution . Student should be minimum 18 years old  and have completed at least 12 years of schooling. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI if student is recent passout (2 years).,,,,,,5.5,5.5,5.5,5.5,,,80,6,51,51,51,51,56,Undergraduate,Arts,Arts,36 Months,,English,,https://www.berlinsbi.com/courses/undergraduate/ba-hons-animation,Hamburg,ASAP,No,,,"Degree awarded by University for the Creative Arts. TOEFL IBT Overall score will be 80 with no section less than -Listening 17, Reading 18, Speaking 20, Writing 17 is required.",,,105,,,,,,
BSBI4775,BA (Hons) Graphic Design ( University for the Creative Arts ) - Hamburg Campus,11000,,"Feb, Oct",Undergraduate,12 Grade With minimum 55% from a recognised institution . Student should be minimum 18 years old  and have completed at least 12 years of schooling. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI if student is recent passout (2 years).,,,,,,5.5,5.5,5.5,5.5,,,80,6,51,51,51,51,56,Undergraduate,Arts,Arts,36 Months,,English,,https://www.berlinsbi.com/courses/undergraduate/ba-hons-graphic-design,Hamburg,ASAP,No,,,"Degree awarded by University for the Creative Arts. TOEFL IBT Overall score will be 80 with no section less than -Listening 17, Reading 18, Speaking 20, Writing 17 is required.",,,105,,,,,,
BSBI4775,MA in Innovation and Entrepreneurship (MAIE) ( Concordia University Chicago ) - Berlin Campus,7500,,"Oct, May, Mar",Postgraduate,"Bachelor's Degree with minimum 55%  from a U.S. equivalent, regionally accredited institution. IELTS/TOEFL/DUOLINGO can be waived off on the basis of MOI and should be recent passout (2 years).",,,,,,5.5,5.5,5.5,5.5,,,72,6,0,0,0,0,,Postgraduate,Arts,Arts,24 Months,,English,,https://www.berlinsbi.com/courses/postgraduate/ma-in-innovation-and-entrepreneurship,Berlin ,ASAP,Yes,,0-10,Degree awarded by Concordia University Chicago. PTE is not accepted.,,,95,,,,,,
BSBI4775,"MA in Tourism, Hospitality and Event Management ( University for the Creative Arts ) - Berlin Campus",8000,,"Feb, May, Oct",Postgraduate,Bachelor's Degree with minimum 55% from a recognised university or institution.Student should be minimum 21 years old. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI if student is recent passout (2 years).,,,,,,5.5,5.5,5.5,5.5,,,80,6,51,51,51,51,56,Postgraduate,Arts,Arts,18 Months,,English,,https://www.berlinsbi.com/courses/postgraduate/ma-tourism-hospitality-and-event-management,Berlin ,ASAP,Yes,,0-10,"Degree awarded by University for the Creative Arts . The tuition fee mentioned is for 1 year and the total tuition fee for this program will be € 12,000 ( for 18 months ). TOEFL IBT Overall score will be 80 with no section less than -Listening 17, Reading 18, Speaking 20, Writing 17 is required.",,,105,,,,,,
BSBI4775,BA (Hons) Graphic Design  Foundation - 4 years International Route ( University for the Creative Arts ) - Hamburg Campus,11000,,"Feb, Oct",Undergraduate,12 Grade With minimum 50% from a recognised institution . Student should be minimum 18 years old  and have completed at least 12 years of schooling. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI if student is recent passout (2 years).,,,,,,4.5,4.5,4.5,4.5,,,,5,41,41,41,41,46,Undergraduate,Arts,Arts,48 Months,,English,,https://www.berlinsbi.com/courses/undergraduate/ba-hons-graphic-design,Hamburg,ASAP,Yes,,,This program includes a foundation program (1 year) + bachelors program(3 years). Exceptional portfolio creation will be available in this integrated international route foundation in art design and media course to guarantee you a direct progression into your BA degree course.,,,95,,,,,,
BSBI4775,BA (Hons) Animation  Foundation - 4 years International Route ( University for the Creative Arts ) - Hamburg Campus,11000,,"Feb, Oct",Undergraduate,12 Grade With minimum 50% from a recognised institution . Student should be minimum 18 years old  and have completed at least 12 years of schooling. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI if student is recent passout (2 years).,,,,,,4.5,4.5,4.5,4.5,,,,5,41,41,41,41,46,Undergraduate,Arts,Arts,48 Months,,English,,https://www.berlinsbi.com/courses/undergraduate/ba-hons-animation,Hamburg,ASAP,Yes,,,This program includes a foundation program (1 year) + bachelors program(3 years). Exceptional portfolio creation will be available in this integrated international route foundation in art design and media course to guarantee you a direct progression into your BA degree course.,,,95,,,,,,
BSBI4775,BSc (Hons) International Business and Management ( University for the Creative Arts ) - Berlin Campus,9000,,"Feb, May, Oct",Undergraduate,12 Grade With minimum 55% from a recognised institution . Student should be minimum 18 years old  and have completed at least 12 years of schooling. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI if student is recent passout (2 years).,,,,,,5.5,5.5,5.5,5.5,,,80,6,51,51,51,51,56,Undergraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",36 Months,,English,,https://www.berlinsbi.com/courses/undergraduate/bsc-hons-international-business-and-management,Berlin ,ASAP,No,,,"Degree awarded by University for the Creative Arts. TOEFL IBT Overall score will be 80 with no section less than -Listening 17, Reading 18, Speaking 20, Writing 17 is required.",,,105,,,,,,
BSBI4775,MA in Innovation and Entrepreneurship (MAIE) ( Concordia University Chicago ) - Berlin Campus,7500,,"Oct, May, Mar",Postgraduate,"Bachelor's Degree with minimum 55%  from a U.S. equivalent, regionally accredited institution. IELTS/TOEFL/DUOLINGO can be waived off on the basis of MOI and should be recent passout (2 years).",,,,,,5.5,5.5,5.5,5.5,,,72,6,0,0,0,0,,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",24 Months,,English,,https://www.berlinsbi.com/courses/postgraduate/ma-in-innovation-and-entrepreneurship,Berlin ,ASAP,Yes,,0-10,Degree awarded by Concordia University Chicago. PTE is not accepted.,,,95,,,,,,
BSBI4775,"MA in Tourism, Hospitality and Event Management ( University for the Creative Arts ) - Berlin Campus",8000,,"Feb, May, Oct",Postgraduate,Bachelor's Degree with minimum 55% from a recognised university or institution.Student should be minimum 21 years old. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI if student is recent passout (2 years).,,,,,,5.5,5.5,5.5,5.5,,,80,6,51,51,51,51,56,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",18 Months,,English,,https://www.berlinsbi.com/courses/postgraduate/ma-tourism-hospitality-and-event-management,Berlin ,ASAP,Yes,,0-10,"Degree awarded by University for the Creative Arts . The tuition fee mentioned is for 1 year and the total tuition fee for this program will be € 12,000 ( for 18 months ). TOEFL IBT Overall score will be 80 with no section less than -Listening 17, Reading 18, Speaking 20, Writing 17 is required.",,,105,,,,,,
BSBI4775,Msc in International Health Management ( Università Telematica Internazionale UNINETTUNO ) - Berlin Campus,7866.66,,"Feb, May, Oct",Postgraduate,Bachelor's Degree with minimum 55% from a recognised institution in a related discipline. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI and should be recent passout (5 years).,,,,,,5.5,5.5,5.5,5.5,,,,6,,,,,50,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",18 Months,,English,,https://www.berlinsbi.com/courses/postgraduate/msc-in-international-health-management/,Berlin,ASAP,Yes,,0-10,"Degree awarded by Università Telematica Internazionale UNINETTUNO .The tuition fee mentioned is for 1 year and the total tuition fee for this program will be € 11,800 ( for 18 months ). ",,,,,,,,,
BSBI4775,Global MBA ( University of Creative Arts) - Berlin Campus,9000,,"Feb, May, Oct",Postgraduate,Bachelor's Degree with minimum 55% from a recognised university or institution.Student should be minimum 21 years old. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI if student is recent passout (2 years).,,,,,,5.5,5.5,5.5,5.5,,,,6,0,0,0,0,50,Postgraduate,"Commerce, Business and Administration","Business Management, Business Administration, Entrepreneurship, Innovation, Operations, Project Management, Event Management, Organizational Management, Health Management",18 Months,,English,,https://berlinsbi.com/courses/postgraduate/global-mba/,Berlin,ASAP,Yes,,0-10,"Degree awarded by University for the Creative Arts. The tuition fee mentioned is for 1 year and the total tuition fee for this program will be € 13,500 ( for 18 months ). ",,,,,,,,,
BSBI4775,BSc (Hons) in Computer Science and Digitisation ( University for the Creative Arts ) - Berlin Campus,9000,,"Feb, Oct, May",Undergraduate,12 Grade With minimum 55% from a recognised institution . Student should be minimum 18 years old  and have completed at least 12 years of schooling. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI if student is recent passout (2 years).,,,,,,5.5,5.5,5.5,5.5,,,80,6,51,51,51,51,56,Undergraduate,Computer Science and Information Technology,"Computer Science, Software Development",36 Months,,English,,https://www.berlinsbi.com/courses/undergraduate/bsc-hons-computer-science-and-digitisation,Berlin ,ASAP,No,,,"Degree awarded by University for the Creative Arts. TOEFL IBT Overall score will be 80 with no section less than -Listening 17, Reading 18, Speaking 20, Writing 17 is required.",,,105,,,,,,
BSBI4775,BSc (Hons) in Computer Science and Digitisation - 4 years International Route ( University for the Creative Arts ) - Berlin Campus,9000,,"Feb, May, Oct",Undergraduate,12 Grade With minimum 50% from a recognised institution . Student should be minimum 18 years old  and have completed at least 12 years of schooling. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI if student is recent passout (2 years).,,,,,,4.5,4.5,4.5,4.5,,,,5,41,41,41,41,46,Undergraduate,Computer Science and Information Technology,"Computer Science, Software Development",48 Months,,English,,https://www.berlinsbi.com/courses/undergraduate/bsc-hons-computer-science-and-digitisation,Berlin ,ASAP,Yes,,,This 4 years international route program is for the students who have less than 55% in grade 12. This program includes a foundation program (1 year) + bachelors program(3 years),,,95,,,,,,
BSBI4775,MSc in Data Analytics ( University for the Creative Arts ) - Berlin Campus,8000,,"Feb, Oct, May",Postgraduate,Bachelor's Degree with minimum 55% from a recognised university or institution.Student should be minimum 21 years old. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI if student is recent passout (2 years).,,,,,,5.5,5.5,5.5,5.5,,,80,6,51,51,51,51,56,Postgraduate,Computer Science and Information Technology,Data Science and Analytics,18 Months,,English,,https://www.berlinsbi.com/courses/postgraduate/msc-data-analytics,Berlin ,ASAP,Yes,,0-10,"Degree awarded by University for the Creative Arts . The tuition fee mentioned is for 1 year and the total tuition fee for this program will be € 12,000 ( for 18 months ). TOEFL IBT Overall score will be 80 with no section less than -Listening 17, Reading 18, Speaking 20, Writing 17 is required.",,,105,,,,,,
BSBI4775,BA (Hons) Graphic Design ( University for the Creative Arts ) - Hamburg Campus,11000,,"Feb, Oct",Undergraduate,12 Grade With minimum 55% from a recognised institution . Student should be minimum 18 years old  and have completed at least 12 years of schooling. IELTS/TOEFL/PTE/Duolingo can be waived off on the basis of MOI if student is recent passout (2 years).,,,,,,5.5,5.5,5.5,5.5,,,80,6,51,51,51,51,56,Undergraduate,Arts,"Design - Fashion, Textile, Graphics, Product",36 Months,,English,,https://www.berlinsbi.com/courses/undergraduate/ba-hons-graphic-design,Hamburg,ASAP,No,,,"Degree awarded by University for the Creative Arts. TOEFL IBT Overall score will be 80 with no section less than -Listening 17, Reading 18, Speaking 20, Writing 17 is required.",,,105,,,,,,
