Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language
,Bachelor of Business - Economics,31890,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Business,Economics,per year,Auckland City Campus and South Campus,English
,Bachelor of Business - Finance,31890,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Business,Finance,per year,Auckland City Campus and South Campus,English
,Bachelor of Business - Human Resourse Management and Employment Relations,31890,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Business,HR,per year,Auckland City Campus and South Campus,English
,Bachelor of Business - Management,31890,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Business,Management,per year,Auckland City Campus and South Campus,English
,Graduate Diploma in Business,31890,,"Feb, Jul",1 year,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Graduate Diploma,Business,Business,per year,Auckland City Campus and South Campus,English
,Postgraduate Diploma in Applied Finance,33330,,"Oct, Feb",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Higher Education Diploma,Business,Finance,per year,Auckland City campus,English
,Postgraduate Diploma in Business,33330,,"Feb, Jul",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Higher Education Diploma,Business,Business,per year,Auckland City campus,English
,Postgraduate Diploma in Business Administration,35810,,"Jan, Apr, Jun, Aug, Oct, Mar",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Higher Education Diploma,Business,Administration,per year,Auckland City campus,English
,Postgraduate Diploma in Global Business,33330,,"Oct, Feb",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Higher Education Diploma,Business,Business,per year,Auckland City campus,English
,Postgraduate Diploma in Marketing,33330,,"Oct, Feb",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Higher Education Diploma,Business,Marketing,per year,Auckland City campus,English
,Postgraduate Diploma in Professional Accounting,33330,,"Oct, Feb",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Higher Education Diploma,Business,Professional Accounting,per year,Auckland City campus,English
,Master in Applied Finance,49995,,"Oct, Feb",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Business,Finance,per year,Auckland City campus,English
,Master of Business - Accounting,33330,,"Feb, Jul",1.5 years,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Business,Accounts,per year,Auckland City campus,English
,Master of Business - Finance,33330,,"Feb, Jul",1.5 years,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Business,Finance,per year,Auckland City campus,English
,Master of Business - Management,33330,,"Feb, Jul",1.5 years,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Business,Management,per year,Auckland City campus,English
,Master of Business - Economics,33330,,"Feb, Jul",1.5 years,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Business,Economics,per year,Auckland City campus,English
,Master of Business - International Business,33330,,"Feb, Jul",1.5 years,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Business,International Business,per year,Auckland City campus,English
,Master of Business - Marketing,33330,,"Feb, Jul",1.5 years,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Business,Marketing,per year,Auckland City campus,English
,Master of Business Administration,53715,,"Jan, Apr, Jun, Aug, Oct, Mar",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Business,Administration,per year,Auckland City campus,English
,Master of Global Business,49995,,"Oct, Feb",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Business,Global Business,per year,Auckland City campus,English
,Master of Marketing,49995,,"Oct, Feb",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Business,Marketing,per year,Auckland City campus,English
,Master of Professional Accounting,49995,,"Oct, Feb",1.5 years,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Business,Professional Accounting,per year,Auckland City campus,English
,Bachelor of Arts (Education),29216,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Arts,Education,per year,Auckland City campus,English
,Graduate Diploma in Secondary Teaching,29216,,"Feb, Jul",1 year,,,27,27,27,27,7,7,7,7,AUT1001,,100,7,65,65,65,65,65,Graduate Diploma,Education,Teaching,per year,Auckland North Campus and South Campus,English
,Graduate Diploma in Arts,29216,,"Feb, Jul",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Arts,Arts,per year,Auckland City campus and North campus,English
,Master of Education,31647,,"Feb, Jul",1.5 years,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Education,Education,per year,Auckland City campus and North campus,English
,Master of Educational Leadership,31647,,"Feb, Jul",1.5 years,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Education,Teaching,per year,Auckland City campus and North campus,English
,Master of Teaching and Learning (Primary),49626,,Jan,1 year,,,27,27,27,27,7,7,7,7,AUT1001,,100,7,65,65,65,65,65,Master's Degree,Education,Teaching,per year,Auckland City campus and North campus,English
,Bachelor of International Hospitality Management - Accommodation,31477,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Business,Hospitality Management,per year,Auckland City campus,English
,Bachelor of International Hospitality Management -Event Management,31477,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Business,Hospitality Management,per year,Auckland City campus,English
,Bachelor of International Hospitality Management - Food and Beverage,31477,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Business,Hospitality Management,per year,Auckland City campus,English
,Bachelor of International Hospitality Management - Human Resource Management,31477,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Business,Hospitality Management,per year,Auckland City campus,English
,Bachelor of International Hospitality Management - Marketing,31477,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Business,Hospitality Management,per year,Auckland City campus,English
,Bachelor of International Hospitality Management - Tourism,31477,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Business,Hospitality Management,per year,Auckland City campus,English
,Bachelor of International Tourism Management - Travel Management,31477,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Business,Tourism Management,per year,Auckland City campus,English
,Bachelor of Arts - Culinary Arts,29216,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Arts,Culinary Arts,per year,Auckland City campus,English
,Bachelor of Arts - Event Management,29216,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Arts,Event Management,per year,Auckland City campus,English
,Graduate Diploma in International Hospitality Management,31477,,"Feb, Jul",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Hospitality Management,per year,Auckland City campus,English
,Graduate Diploma in International Tourism Management,31477,,"Feb, Jul",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Business,Tourism Management,per year,Auckland City campus,English
,Post Graduate Diploma in Gastronomy,33079,,"Feb, Jul",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Higher Education Diploma,Social Science,Gastronomy,per year,Auckland City campus,English
,Postgraduate Diploma in International Hospitality Management,33084,,"Feb, Jul",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Higher Education Diploma,Business,Hospitality Management,per year,Auckland City campus,English
,Postgraduate Diploma in International Tourism Management,33084,,"Feb, Jul",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Higher Education Diploma,Business,Tourism Management,per year,Auckland City campus,English
,Master of Gastronomy,33079,,"Feb, Jul",1.5 years,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Arts,Gastronomy,per year,Auckland City campus,English
,Master of International Hospitality Management,33084,,"Feb, Jul",1.5 years,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Business,Hospitality Management,per year,Auckland City campus,English
,Master of International Tourism Management,33084,,"Feb, Jul",1.5 years,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Business,Tourism Management,per year,Auckland City campus,English
,Diploma in English Language (Level 5),29216,,"Feb, Jul",1 year,,,18,18,18,18,5,5,5,5,AUT1001,,70,5.5,35,35,35,35,42,Diploma,Education,Language,per year,Auckland City campus,English
,Bachelor of Arts - Creative Writing,29216,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Arts,Creative Writing,per year,Auckland City campus,English
,Bachelor of Arts - English and New Media Studies,29216,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Arts,Studies,per year,Auckland City campus,English
,Bachelor of Arts - International Studies,29216,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Arts,Studies,per year,Auckland City campus,English
,Master of Creative Writing,33058,,Feb,1 year,,,27,27,27,27,7,7,7,7,AUT1001,,100,7,65,65,65,65,65,Master's Degree,Arts,Creative Writing,per year,Auckland City campus,English
,Bachelor of Arts - Conflict Resolution,29216,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Arts,Conflict Resolution,per year,Auckland City campus,English
,Bachelor of Arts - Economics,29216,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Arts,Economics,per year,Auckland City campus,English
,Bachelor of Arts - Social Sciences,29216,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Arts,Social Sciences,per year,Auckland City campus,English
,Bachelor of Arts - Psychology,29216,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Arts,Psychology,per year,Auckland City campus,English
,Post Graduate Diploma in Arts,32095,,"Feb, Jul",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Higher Education Diploma,Arts,Arts,per year,Auckland City campus,English
,Master in Human Rights,49626,,Feb,1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Social Science,Human Rights,per year,Auckland City campus,English
,Bachelor of Communication Studies - Journalism,29670,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Mass & Media,Jounalism,per year,Auckland City campus,English
,Bachelor of Communication Studies - Public Relations,29670,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Mass & Media,Public Relations,per year,Auckland City campus,English
,Postgraduate Diploma in Communication Studies - Digital Media,33063,,"Feb, Jul",1 year,,,27,27,27,27,7,7,7,7,AUT1001,,100,7,65,65,65,65,65,Higher Education Diploma,Mass & Media,Digital Media,per year,Auckland City campus,English
,Postgraduate Diploma in Communication Studies - Journalism,33063,,"Feb, Jul",1 year,,,27,27,27,27,7,7,7,7,AUT1001,,100,7,65,65,65,65,65,Higher Education Diploma,Mass & Media,Journalism,per year,Auckland City campus,English
,Master of Communication Studies,33063,,"Feb, Jul",1.5 years,,,27,27,27,27,7,7,7,7,AUT1001,,100,7,65,65,65,65,65,Master's Degree,Education,Studies,per year,Auckland City campus,English
,Bachelor of Computer and Information Sciences - Analytics,33836,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,IT,Analytics,per year,Auckland City campus and South campus,English
,Bachelor of Computer and Information Sciences - Computer Science,33836,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,IT,Computer Science,per year,Auckland City campus and South campus,English
,Bachelor of Computer and Information Sciences - Networks and Security,33836,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,IT,Network & Security,per year,Auckland City campus and South campus,English
,Bachelor of Computer and Information Sciences - Computational Intelligence,33836,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,IT,Computational Intelligence,per year,Auckland City campus and South campus,English
,Bachelor of Computer and Information Sciences - IT Service Science,33836,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,IT,IT Service,per year,Auckland City campus and South campus,English
,Bachelor of Computer and Information Sciences - Software Development,33836,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,IT,Software Development,per year,Auckland City campus and South campus,English
,Bachelor of Engineering (Honours) - Architectural,41184,,"Feb, Jul",4 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Engineering,Architectural Engineering,per year,Auckland City campus,English
,Bachelor of Engineering (Honours) - Electrical and Electronic,41184,,"Feb, Jul",4 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Engineering,Electrical Engineering,per year,Auckland City campus,English
,Bachelor of Engineering (Honours) - Mechatronics,41184,,"Feb, Jul",4 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Engineering,Mechatronics Engineering,per year,Auckland City campus,English
,Bachelor of Engineering (Honours) - Construction,41184,,"Feb, Jul",4 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Engineering,Construction Enginnering,per year,Auckland City campus,English
,Bachelor of Engineering (Honours) - Mechanical,41184,,"Feb, Jul",4 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Engineering,Mechanical Engineering,per year,Auckland City campus,English
,Bachelor of Engineering (Honours) - Software,41184,,"Feb, Jul",4 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Engineering,Software Engineering,per year,Auckland City campus,English
,Bachelor of Engineering (Honours) - Maritime,41184,,"Feb, Jul",4 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Engineering,Marine Engineering,per year,Auckland City campus,English
,Bachelor of Engineering Technology - Building,41184,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Engineering,Building Engineering,per year,Auckland City campus and South campus,English
,Bachelor of Engineering Technology - Electrical,41184,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Engineering,Electrical Engineering,per year,Auckland City campus and South campus,English
,Bachelor of Engineering Technology - Electronic,41184,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Engineering,Electronics Engineering,per year,Auckland City campus and South campus,English
,Bachelor of Engineering Technology - Mechanical,41184,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Engineering,Mechanical Engineering,per year,Auckland City campus and South campus,English
,Bachelor of Mathematical Sciences - Analytics,31890,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Mathematical Science,Analytics,per year,Auckland City campus,English
,Bachelor of Mathematical Sciences - Applied Mathematics,31890,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Mathematical Science,Mathematics,per year,Auckland City campus,English
,Bachelor of Mathematical Sciences - Computer Science,31890,,"Feb, Jul",3 years,,,20,20,20,20,5.5,5.5,5.5,5.5,AUT1001,,80,6,42,42,42,42,50,Bachelor's Degree,Mathematical Science,Computer Science,per year,Auckland City campus,English
,Graduate Diploma in Computer and Information Sciences,33836,,"Feb, Jul",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Graduate Diploma,IT,Computer & Information Science,per year,Auckland City campus,English
,Graduate Diploma in Mathematical Sciences,32850,,"Feb, Jul",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Mathematics,per year,Auckland City campus,English
,Graduate Diploma in Science,34412,,"Feb, Jul",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Graduate Diploma,Science,Science,per year,Auckland City campus,English
,Postgraduate Diploma in Computer and Information Sciences,36962,,"Feb, Jul",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Higher Education Diploma,IT,Computer & Information Science,per year,Auckland City campus,English
,Postgraduate Diploma in Engineering,36655,,"Feb, Jul",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Higher Education Diploma,Engineering,Engineering,per year,Auckland City campus,English
,Postgraduate Diploma in Science,36895,,"Feb, Jul",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Higher Education Diploma,Science,Science,per year,Auckland City campus,English
,Master of Analytics,36962,,"Feb, Jul",1.5 years,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Science,Analytics,per year,Auckland City campus,English
,Master of Computer and Information Sciences,36962,,"Feb, Jul",1.5 years,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Science,Computer & Information Science,per year,Auckland City campus,English
,Master of Construction Management,40453,,"Feb, Jul",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Science,Construction Enginnering,per year,Auckland City campus,English
,Master of Engineering Project Management,39655,,"Feb, Jul",1 year,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,Engineering,Project Management,per year,Auckland City campus,English
,Master of Information Security and Digital Forensics,36962,,"Feb, Jul",1.5 years,,,22,22,22,22,6,6,6,6,AUT1001,,90,6.5,50,50,50,50,58,Master's Degree,IT,Information Security & Digital Forensics,per year,Auckland City campus,English
