Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,
,Basic English - Day (15 hours/week),"2,610.00",200,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",English as Second Language (ESL),Grade 12 / High School,60,,,,,,,,,1044,DLI#:O246877185939,,,
,Basic English - Evening (15 hours/week),"2,610.00",200,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",English as Second Language (ESL),Grade 12 / High School,60,,,,,,,,,1044,DLI#:O246877185939,,,
,Francization - English language second (15 hours / week) (French),"2,610.00",200,"Start: Jan 2020, Aug 2020, Jan 2021, Aug 2021",English as Second Language (ESL),Grade 12 / High School,60,,,,,,,,,1044,DLI#:O246877185939,,,
,English for Academic Purposes,"15,600.00",150,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",English as Second Language (ESL),Grade 12 / High School,65.00%,,,,,,,,,41,DLI#:O19278931852,54,5.5,
,Bachelor of Business Administration - General Business Managment,"14,990.00",150,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,,,,,,,,,41,DLI#:O19278931852,84,6.5,
,Bachelor of Business Administration - International Business Management,"14,990.00",150,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,,,,,,,,,41,DLI#:O19278931852,84,6.5,
,Bachelor of Business Administration - Human Resources Management,"14,990.00",150,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,,,,,,,,,41,DLI#:O19278931852,84,6.5,
,Bachelor of Business Administration - Marketing Management,"14,990.00",150,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,,,,,,,,,41,DLI#:O19278931852,84,6.5,
,Bachelor of Business Administration - Accounting,"14,990.00",150,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,,,,,,,,,41,DLI#:O19278931852,84,6.5,
,Bachelor of Hospitality Management,"14,990.00",150,"Start: Jan 2020, Apr 2020, Jul 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Oct 2021",4-Year Bachelor's Degree,Grade 12 / High School,65.00%,,,,,,,,,41,DLI#:O19278931852,84,6.5,
,English for Academic Purposes,"4,030.00",125,"Start: Mar 2020, Jun 2020, Sep 2020, Jan 2021, Mar 2021, Jun 2021, Sep 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,269,DLI#:O19391556792, ,,
,University Bridging Program (UBP),"4,590.00",125,"Start: Mar 2020, Jun 2020, Sep 2020, Jan 2021, Mar 2021, Jun 2021, Sep 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,269,DLI#:O19391556792,79,6,
,Bachelor of Applied Science - Engineering - Transfer to Bachelor of Engineering at Dalhousie University (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - Classical Studies,"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - Canadian Studies (Thesis),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - Economics (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - English (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - Environmental and Sustainability Studies (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - French (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - German (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - History (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - Mathematics and Statistics (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - Philosophy,"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - Political Science (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - Psychology (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - Sociology (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - Spanish (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - Theatre Studies,"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - Women's and Gender Studies (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Business Administration (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Community Development (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Community Development - Environmental and Sustainability Studies (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Computer Science (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Kinesiology,"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Science - Biology (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Science - Chemistry (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Science - Environmental Geoscience (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Science - Environmental Science (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Science - Geology (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Science - Mathematics and Statistics (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Science - Physics (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Science - Psychology (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Science - Nutrition - Nutrition and Dietetics (Optional Co-op),"17,884.00",40,"Start: Sep 2020, Jan 2021, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,University Certificate - Applied Science,"17,884.00",40,"Start: Sep 2020, Sep 2021",1-Year Post-Secondary Certificate,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Arts - Music,"17,884.00",40,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,Bachelor of Music Therapy,"17,884.00",40,"Start: Sep 2020, Sep 2021",4-Year Bachelor's Degree,Grade 12 / High School,70.00%,20,20,20,20,6,6,6,6,269,DLI#:O19391556792,90,6.5,
,General English - Regular (20 hours/week),"9,450.00",150,"Start: Jan 2020, Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,979,,,,
,General English - Intensive (25 hours/week),"10,325.00",150,"Start: Jan 2020, Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,979,,,,
,General English - Excellence Program (30 hours/week),"11,550.00",150,"Start: Jan 2020, Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,979,,,,
,General English - Excellence Program - University & College Pathway (30 hours/week),"11,550.00",150,"Start: Jan 2020, Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,979,,,,
,General French - Regular (20 hours/week),"8,640.00",150,"Start: Jan 2020, Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,979,,,,
,General French - Intensive (25 hours/week),"9,440.00",150,"Start: Jan 2020, Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,979,,,,
,General French - Excellence Program (30 hours/week),"10,560.00",150,"Start: Jan 2020, Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,979,,,,
,Camp ALI - ESL - Immersion Camp - Overnight,"6,100.00",0,"Start: Jul 2020, Jul 2021",English as Second Language (ESL),Grade 5,50.00%,,,,,,,,,979,,,,
,Camp ALI - FSL - Immersion Camp - Overnight,"6,100.00",0,"Start: Jul 2020, Jul 2021",English as Second Language (ESL),Grade 5,50.00%,,,,,,,,,979,,,,
,Camp ALI - ESL - Language & Sports - Overnight,"6,900.00",0,"Start: Jul 2020, Jul 2021",English as Second Language (ESL),Grade 5,50.00%,,,,,,,,,979,,,,
,Camp ALI - FSL - Language & Sports - Overnight,"6,900.00",0,"Start: Jul 2020, Jul 2021",English as Second Language (ESL),Grade 5,50.00%,,,,,,,,,979,,,,
,Camp ALI - ESL - Immersion Camp - Day,"1,700.00",0,"Start: Jul 2020, Jul 2021",English as Second Language (ESL),Grade 5,50.00%,,,,,,,,,979,,,,
,Camp ALI - FSL - Immersion Camp - Day,"1,700.00",0,"Start: Jul 2020, Deadline: Mar 2021, Jul 2021",English as Second Language (ESL),Grade 5,50.00%,,,,,,,,,979,,,,
,Camp ALI - ESL - Language & Sports - Day,"1,900.00",0,"Start: Jul 2020, Jul 2021",English as Second Language (ESL),Grade 5,50.00%,,,,,,,,,979,,,,
,Camp ALI - FSL - Language & Sports - Day,"1,900.00",0,"Start: Jul 2020, Jul 2021",English as Second Language (ESL),Grade 5,50.00%,,,,,,,,,979,,,,
,General French - Excellence Program - University & College Pathway (30 hours/week),"10,560.00",150,"Start: Jan 2020, Mar 2020, May 2020, Jul 2020, Sep 2020, Nov 2020, Jan 2021, Mar 2021, May 2021, Jul 2021, Sep 2021, Nov 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,979,,,,
,Graduate Diploma - Research and Development - Food and Pharma (R&D),"14,200.00",500,"Start: Jan 2020, Apr 2020, May 2020, Jun 2020, Aug 2020, Sep 2020, Jan 2021, Apr 2021, May 2021, Jun 2021, Aug 2021, Sep 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,50.00%,,,,,,,,,195,DLI#:O19376386952,45,5,
,"Graduate Diploma - Quality Assurance and Regulatory Affairs - Food, Pharma and Cosmetics (QARA)","13,300.00",500,"Start: Jan 2020, Apr 2020, May 2020, Jun 2020, Aug 2020, Sep 2020, Jan 2021, Apr 2021, May 2021, Jun 2021, Aug 2021, Sep 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,50.00%,,,,,,,,,195,DLI#:O19376386952,45,5,
,Graduate Diploma - Pharmaceutical Quality Assurance and Quality Control (QAQC),"13,500.00",500,"Start: Jan 2020, Apr 2020, May 2020, Jun 2020, Aug 2020, Sep 2020, Jan 2021, Apr 2021, May 2021, Jun 2021, Aug 2021, Sep 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,50.00%,,,,,,,,,195,DLI#:O19376386952,45,5,
,"Graduate Diploma - Clinical Research, Drug Safety and Pharmacovigilance (CRA)","14,800.00",500,"Start: Jan 2020, Apr 2020, May 2020, Jun 2020, Aug 2020, Sep 2020, Jan 2021, Apr 2021, May 2021, Jun 2021, Aug 2021, Sep 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,50.00%,,,,,,,,,195,DLI#:O19376386952,45,5,
,"College Diploma - Food Technology, Safety and Quality (FSQ)","12,790.00",500,"Start: Jan 2020, Apr 2020, May 2020, Deadline: Feb 2020, Jun 2020D, eadline: Apr 2020, Aug 2020, Sep 2020, Jan 2021, Apr 2021, May 2021, Jun 2021, Aug 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,,,,,195,DLI#:O19376386952,45,5,
,"Graduate Diploma - Nutrition, Health and Sport (NHS)","9,600.00",500,"Start: Jan 2020, Apr 2020, May 2020, Jun 2020, Aug 2020, Sep 2020, Jan 2021, Apr 2021, May 2021, Jun 2021, Aug 2021, Sep 2021",Postgraduate Certificate / Master's Degree,4-Year Bachelor's Degree,50.00%,,,,,,,,,195,DLI#:O19376386952,45,5,
,College Diploma - Business,"16,230.00",400,"Start: May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,177,DLI#:O19618862812,60,6,
,College Diploma - Tourism,"16,230.00",400,"Start: May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",2-Year Undergraduate Diploma,Grade 12 / High School,50.00%,,,,,5.5,5.5,5.5,5.5,177,DLI#:O19618862812,60,6,
,English for Academic Purposes,"3,073.00",120,"Start: May 2020, Sep 2020, Jan 2021, May 2021, Sep 2021",English as Second Language (ESL),Grade 12 / High School,50.00%,,,,,,,,,177,DLI#:O19618862812,,,
,College Diploma - Business Administration,"12,495.00",500,"Start: Jan 2020, Apr 2020, Jul 2020, Aug 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Aug 2021, Oct 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1146,80,6,,
,College Diploma - Banking and Financial Services,"12,495.00",500,"Start: Jan 2020, Apr 2020, Jul 2020, Aug 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Aug 2021, Oct 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1146,80,6,,
,College Diploma - Computerized Accounting and Canadian Payroll,"12,495.00",500,"Start: Jan 2020, Apr 2020, Jul 2020, Aug 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Aug 2021, Oct 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1146,80,6,,
,College Diploma - Hospitality Management,"12,495.00",500,"Start: Jan 2020, Apr 2020, Jul 2020, Aug 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Aug 2021, Oct 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1146,80,6,,
,College Diploma - Medical Office Assistant,"12,495.00",500,"Start: Jan 2020, Apr 2020, Jul 2020, Aug 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Aug 2021, Oct 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1146,80,6,,
,College Diploma - Early Childhood Assistant,"10,700.00",500,"Start: Jan 2020, Apr 2020, Jul 2020, Aug 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Aug 2021, Oct 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1146,80,6,,
,College Diploma - Graphic & Web Design,"12,495.00",500,"Start: Jan 2020, Apr 2020, Jul 2020, Aug 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Aug 2021, Oct 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1146,80,6,,
,Dual College Diploma - Business Administration + Computerized Accounting and Canadian Payroll,"12,495.00",500,"Start: Jan 2020, Apr 2020, Jul 2020, Aug 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Aug 2021, Oct 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1146,80,6,,
,Dual College Diploma - Hospitality Management + Customer Service,"12,495.00",500,"Start: Jan 2020, Apr 2020, Jul 2020, Aug 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Aug 2021, Oct 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1146,80,6,,
,Dual College Diploma - Administrative Assistant + Property Administration,"12,495.00",500,"Start: Jan 2020, Apr 2020, Jul 2020, Aug 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Aug 2021, Oct 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1146,80,6,,
,Dual College Diploma - Business Administration + Banking and Financial Services,"12,495.00",500,"Start: Jan 2020, Apr 2020, Jul 2020, Aug 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Aug 2021, Oct 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1146,80,6,,
,Dual College Diploma - Hospitality Management + Food and Beverage,"12,495.00",500,"Start: Jan 2020, Apr 2020, Jul 2020, Aug 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Aug 2021, Oct 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1146,80,6,,
,Dual College Diploma - Graphic and Web Design + Business Administration,"12,495.00",500,"Start: Jan 2020, Apr 2020, Jul 2020, Aug 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Aug 2021, Oct 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1146,80,6,,
,Dual College Diploma - Medical Office Assistant + Early Childhood Assistant,"12,495.00",500,"Start: Jan 2020, Apr 2020, Jul 2020, Aug 2020, Oct 2020, Jan 2021, Apr 2021, Jul 2021, Aug 2021, Oct 2021",2-Year Undergraduate Diploma,Grade 12 / High School,60.00%,20,20,20,20,5.5,5.5,5.5,5.5,1146,80,6,,
